Restaurant Name,City,Cuisines,Aggregate rating,Average Cost for two
Gupta Sweets,New Delhi,"North Indian, South Indian, Mithai",0.0,300
Khub Chand,New Delhi,Raw Meats,0.0,300
OCD - Online Cake Delivery,New Delhi,"Bakery, Desserts",0.0,200
Sher E Punjab,New Delhi,North Indian,0.0,450
Shri Balaji,New Delhi,South Indian,0.0,200
Sidhi Cafe,New Delhi,"Street Food, Fast Food",0.0,100
Al Hayat Bakers,New Delhi,Bakery,0.0,200
Al-Kausar's,New Delhi,Chinese,0.0,200
Alam Biryani Center,New Delhi,Biryani,0.0,200
Bismillah Hotel,New Delhi,Fast Food,0.0,150
Halal Pizza Star,New Delhi,"Pizza, Fast Food",0.0,450
HTW Bakers,New Delhi,"Bakery, Desserts",0.0,350
Javed Bawarchi Restaurant,New Delhi,Mughlai,0.0,600
Let's Eat,New Delhi,"Fast Food, Beverages",0.0,200
Moonis Kada,New Delhi,"Mughlai, North Indian",0.0,500
Motu N Patlu,New Delhi,"Lebanese, North Indian, Fast Food",0.0,250
S.K. Fast Food,New Delhi,Chinese,0.0,350
Sufiyan Restaurant,New Delhi,Mughlai,0.0,250
The Relax Point,New Delhi,North Indian,0.0,250
Zareen's Dastarkhwan,New Delhi,Awadhi,0.0,800
Ali Baba Caves,Noida,"Cafe, Chinese",3.1,500
CafÃ­Â© Doo Ghoont,Noida,Cafe,3.4,600
Knights Chaska,Noida,"North Indian, Chinese",2.9,800
Thirsty Scholar Cafe,Noida,Cafe,3.2,450
Savoury Street,Noida,"North Indian, Continental, Italian",0.0,600
JSB Evergreen Snack & Sweets,Noida,"North Indian, Chinese, Fast Food, Street Food",3.1,300
221 B Baker Street,Noida,Bakery,3.5,200
Kapoors Balle Balle,Noida,"North Indian, Chinese",3.7,400
Lakshmi Coffee House,Noida,South Indian,3.8,300
Geoffrey's,Noida,"Asian, Continental, Italian, North Indian",3.0,2600
Haldiram's,Noida,"North Indian, South Indian, Chinese, Street Food, Fast Food, Mithai, Desserts",3.5,600
Maamouchee @ My Way,Noida,"Italian, Lebanese, North Indian",3.5,1100
Americana Kitchen and Bar,Noida,"American, Tex-Mex, Italian, Mexican, North Indian",2.4,2000
Punjabi By Nature Quickie,Noida,"North Indian, Mughlai",3.4,1100
United Coffee House Rewind,Noida,"North Indian, European, Asian, Mediterranean",3.4,1500
Wow! Momo,Noida,"Tibetan, Chinese",2.7,350
Oh So Stoned!,Noida,Desserts,4.5,250
The Big Chill Cakery,Noida,"Bakery, Desserts",4.5,700
Barista,Noida,Cafe,3.5,650
Big Wong XL,Noida,"Chinese, Thai, Sushi",3.9,1500
Carl's Jr.,Noida,"Burger, American, Fast Food",3.8,650
Chaayos,Noida,"Cafe, Tea",3.9,400
Chi Asian Cookhouse,Noida,"Chinese, Thai, Asian, Japanese, Korean, Seafood",3.9,1400
Costa Coffee,Noida,Cafe,3.7,600
Dunkin' Donuts,Noida,"Burger, Desserts, Fast Food",3.7,600
Instapizza,Noida,"Pizza, Fast Food",3.7,900
Keventers,Noida,Beverages,3.8,400
Pirates of Grill,Noida,"North Indian, Continental, Mughlai, Asian",3.9,1800
Pizza Hut,Noida,"Italian, Pizza, Fast Food",3.9,1000
PizzaExpress,Noida,"Italian, Pizza",3.9,1600
RollsKing,Noida,Fast Food,3.9,400
Taco Bell,Noida,"Mexican, Fast Food",3.6,550
The Frozen Factory,Noida,"Ice Cream, Desserts",3.7,350
Theos,Noida,"Bakery, Desserts",3.5,500
Wendy's,Noida,"Burger, Fast Food",3.7,400
Zizo,Noida,"Lebanese, Mediterranean, Middle Eastern, Arabian",3.8,1600
Cafe Delhi Heights,Noida,"Continental, American, Cafe",4.1,1500
Chili's Grill & Bar,Noida,"Mexican, American, Italian",4.1,1500
Made In Punjab,Noida,"North Indian, Mughlai",4.1,1500
Mamagoto,Noida,"Asian, Thai, Chinese",4.3,1600
Movenpick,Noida,"Ice Cream, Desserts",4.0,650
Smaaash,Noida,"North Indian, Thai, Continental",4.0,1350
SodaBottleOpenerWala,Noida,"Parsi, Iranian",4.0,1300
The Bento Cafe,Noida,"Asian, Chinese, Japanese",4.2,750
Earthen Oven - Fortune Inn Grazia,Noida,"North Indian, Mughlai",3.4,1500
Fortune Deli -  Fortune Inn Grazia,Noida,Chinese,3.2,2000
Cafe Pipa,Noida,Cafe,3.4,350
Cook Du Kdu,Noida,"North Indian, Chinese, Mughlai",3.1,650
Green Chick Chop,Noida,"Raw Meats, North Indian, Fast Food",2.6,350
New Vishal's Kitchen,Noida,"North Indian, Chinese",2.5,600
Samarkand,Noida,"North Indian, Mughlai, Chinese",3.3,1500
Mirchievous,Noida,North Indian,3.9,650
Pearls Regency,Noida,"North Indian, Chinese, Thai",3.7,1200
The Feast Box,Noida,"Chinese, Thai, Fast Food",0.0,600
Imperfecto,Noida,"Mediterranean, Italian, Continental, Spanish, North Indian",3.4,1800
Chaayos,Noida,"Cafe, Tea",3.6,400
Dunkin' Donuts,Noida,"Burger, Desserts, Fast Food",3.7,600
The Smoke Factory,Noida,"North Indian, Italian, Chinese",3.8,2000
Turquoise Cottage - TC Original 1997,Noida,"Continental, American, Italian, Mediterranean",3.8,1900
Baskin Robbins,Noida,Ice Cream,0.0,300
Cafe Coffee Day,Noida,Cafe,0.0,450
Dolce Gelato,Noida,"Ice Cream, Beverages, Fast Food",0.0,300
Dunkin' Donuts,Noida,"Burger, Desserts, Fast Food",0.0,600
Joost Juice Bar,Noida,Beverages,0.0,300
KFC,Noida,"American, Fast Food, Burger",0.0,500
Pizza Hut,Noida,"Italian, Pizza, Fast Food",0.0,1000
Laat Saab,Noida,"North Indian, Mughlai",4.1,1300
Starbucks,Noida,Cafe,4.0,700
Rocket Food,Noida,North Indian,0.0,500
Aim Cafe And Restaurant,Noida,"Japanese, Sushi",3.3,1200
Al-Swad,Noida,"North Indian, Chinese",2.5,400
Anands,Noida,"Chinese, North Indian",2.6,500
Bansiwala Restaurant,Noida,North Indian,2.5,200
Cafe Coffee Day,Noida,Cafe,2.8,450
Food Tamasha & Co.,Noida,North Indian,3.2,600
Grand Heritage Resort,Noida,"North Indian, Chinese",3.1,800
Green Chick Chop,Noida,"Raw Meats, North Indian, Fast Food",3.2,350
Kafe Republic,Noida,Fast Food,3.1,300
Kar C Lounge & Restaurant,Noida,"Cafe, North Indian, Italian, Chinese",2.8,600
Kolkata Roll Point,Noida,Fast Food,2.8,100
Royal Awadh,Noida,"North Indian, Mughlai",3.0,500
Royal Rasoi,Noida,"North Indian, Mughlai",2.8,600
Royale Bakers,Noida,"Bakery, Fast Food, Desserts",2.8,250
Sahi Darbar,Noida,"North Indian, Chinese",2.6,400
Taco Street,Noida,Fast Food,2.9,500
The Noodle Co,Noida,"Thai, Chinese",3.1,900
Veg Always,Noida,"North Indian, Chinese",2.7,600
Yu Turn,Noida,"North Indian, Chinese, Thai",2.9,1000
Zaika,Noida,"North Indian, Mughlai, Chinese",2.5,600
Zaika,Noida,"North Indian, Mughlai",2.8,600
Domino's Pizza,Noida,"Pizza, Fast Food",3.5,700
Night Food Service,Noida,"Fast Food, North Indian, Chinese",3.8,350
Uncle's Patty,Noida,Fast Food,3.5,500
Baskin Robbins,Noida,Ice Cream,0.0,300
Evergreen Food Point,Noida,"Mithai, Street Food",0.0,100
Food Plaza,Noida,"North Indian, Chinese",0.0,400
Giani,Noida,"Ice Cream, Desserts",0.0,400
Grill Inn,Noida,Fast Food,0.0,300
Hunger's Hut,Noida,"North Indian, Mughlai",0.0,350
Kanha Cake O' Pastry,Noida,Bakery,0.0,250
Serendipity Cafe,Noida,Cafe,0.0,300
Spice Affair,Noida,"North Indian, Chinese",0.0,500
Tandoori Junction,Noida,North Indian,0.0,300
Tod-Bistro Cafe,Noida,Fast Food,0.0,300
Upper Deck,Noida,"North Indian, Chinese",0.0,1000
Vadilal Ice Cream Parlour,Noida,Ice Cream,0.0,100
Wich 'N' Shake,Noida,"Beverages, Fast Food",0.0,200
Desi Galli,Noida,"North Indian, Chinese",2.9,500
Mr. Flavour,Noida,"North Indian, Chinese",2.7,500
Wah Ji Wah,Noida,North Indian,3.1,300
Indian Diners,Noida,"North Indian, Chinese, Continental",3.0,1300
Airborne,Noida,"North Indian, Chinese, Continental, Mughlai",0.0,2000
Vivino - Hotel Golf View,Noida,Continental,0.0,1200
Gravity,Noida,"Chinese, Mughlai, North Indian",2.6,1000
Kolkata Biryani House,Noida,"North Indian, Mughlai, Biryani",2.8,500
Rotees n More,Noida,"North Indian, Chinese",3.2,350
Saleem's Takeaway,Noida,"North Indian, Mughlai, Chinese",2.6,600
Sikandrabadi Biryani,Noida,"Biryani, North Indian",3.4,400
Wok N Spice,Noida,"Chinese, Fast Food",3.1,300
Zaika Hindustani,Noida,"Mughlai, North Indian, Chinese",2.7,600
Chanda Food,Noida,Chinese,3.6,350
Chhote Nawab,Noida,Lucknowi,3.5,250
Delish BBQ,Noida,"North Indian, Chinese, Thai",3.9,500
Goli Vada Pav No. 1,Noida,Street Food,3.6,150
Happy Hakka,Noida,"Chinese, Asian, Thai",3.6,650
Sadda Adda,Noida,Cafe,0.0,300
Baker's Studio - Jaypee Greens,Noida,Bakery,3.4,1000
Matrix - Jaypee Greens,Noida,Finger Food,3.2,2000
Tea Lounge - Jaypee Greens,Noida,Cafe,2.9,900
Paatra - Jaypee Greens,Noida,North Indian,3.5,3500
Cooks Cafe - Jaypee Greens,Noida,"Continental, North Indian",3.3,1500
The Butler & The Chef - Jaypee Greens,Noida,Finger Food,0.0,2200
Burger King,Noida,"Burger, Fast Food",3.3,500
Cafe Pitacos,Noida,"Continental, Mexican, Mediterranean",3.0,600
Cinnabon & Auntie Anne's,Noida,"Desserts, Beverages",3.1,500
Cocoberry,Noida,Desserts,3.4,300
Hakka Haus,Noida,"Chinese, Thai",3.2,950
Kebab Xpress,Noida,"North Indian, Mughlai",2.9,600
KFC,Noida,"American, Fast Food, Burger",2.5,500
Mad Over Donuts,Noida,Desserts,3.2,450
Ni Hao,Noida,Chinese,3.0,700
Pizza Hut,Noida,"Italian, Pizza, Fast Food",2.6,1000
Subway,Noida,"American, Fast Food, Salad, Healthy Food",2.6,500
Time To Tea,Noida,"Tea, Fast Food",2.8,350
Vaango!,Noida,South Indian,2.8,450
Biryani Blues,Noida,"Biryani, Hyderabadi",3.5,1000
Jungle Jamboree,Noida,"North Indian, Continental, Chinese, Italian, Thai, Mughlai",3.8,1200
Keventers,Noida,Beverages,3.5,400
Pita Pit,Noida,"Healthy Food, Salad",3.6,600
Baskin Robbins,Noida,Ice Cream,0.0,300
Cha Cha Cha,Noida,"Beverages, Fast Food",0.0,300
Chai Thela,Noida,"Tea, Fast Food",0.0,250
Costa Coffee,Noida,Cafe,0.0,600
Dolce Gelato,Noida,"Ice Cream, Beverages, Fast Food",0.0,300
Joost Juice Bar,Noida,Beverages,0.0,300
Juice Lounge,Noida,"Juices, Fast Food",0.0,300
Kings Kulfi,Noida,"Desserts, Ice Cream",0.0,300
Kwality Wall's Swirl's,Noida,"Ice Cream, Desserts",0.0,200
Mx Corn,Noida,Fast Food,0.0,100
The Gaming Vegas,Noida,Fast Food,0.0,400
Chicago Pizza,Noida,Pizza,2.3,600
Mr. Sub,Noida,Fast Food,2.3,400
Kwality Wall's Swirl's,Noida,"Ice Cream, Desserts",0.0,200
My Corn,Noida,Fast Food,0.0,100
Flluid - Mosaic Hotels,Noida,"Continental, North Indian, Mexican",3.2,2200
Latitude - Mosaic Hotels,Noida,"North Indian, Chinese",3.3,1700
Baker's Zone,Noida,Bakery,2.9,200
Chakna,Noida,"North Indian, Chinese",2.7,450
Get Set Go,Noida,"North Indian, Chinese, Continental",3.1,800
Sip & Snacks,Noida,"Chinese, North Indian",3.2,550
The Anna,Noida,"Chinese, South Indian, Fast Food",2.8,400
Kathi Junction,Noida,Fast Food,3.5,400
Golden Chaat,Noida,Fast Food,0.0,100
Malt n Brew,Noida,"North Indian, Continental, Chinese",0.0,2000
Cakewalk - Park Plaza,Noida,Bakery,3.4,500
New Town Lounge - Park Plaza,Noida,Continental,3.2,2000
New Town Cafe - Park Plaza,Noida,"Continental, Chinese, North Indian",4.1,2800
S-18 - Radisson Blu,Noida,"Mediterranean, Continental, North Indian, Italian",3.5,3200
Foodicious,Noida,"Fast Food, Street Food",0.0,300
Rasoi Dil Se,Noida,"North Indian, Chinese, Continental",0.0,400
Chip Chap Shahi Corner,Noida,North Indian,2.9,200
Mother's Kitchen,Noida,North Indian,2.9,100
Food Express,Noida,"North Indian, Mughlai, Chinese",0.0,500
Lemonier,Noida,Bakery,0.0,200
Punjabi Zaika,Noida,North Indian,0.0,200
Robins Sweets & Restaurant,Noida,North Indian,0.0,350
TBH Ã¤Ã³Ã± To Be Healthy,Noida,"Juices, Healthy Food",4.0,500
Mehfill,Noida,"North Indian, Chinese, Mughlai",2.7,600
Punjabi Pakwaan,Noida,"North Indian, Chinese",3.3,800
Santushti,Noida,"South Indian, North Indian, Chinese",2.6,300
Uncle's,Noida,"North Indian, Mughlai, Chinese",3.4,600
Cafe Limelight,Noida,"Cafe, North Indian, Italian",3.7,900
Rendezvous Adda,Noida,"North Indian, Bengali",0.0,400
Wow Noodle,Noida,Chinese,0.0,550
Wraps Cafe,Noida,"Fast Food, North Indian",0.0,400
Alley's Urbane Cafe,Noida,"Cafe, Italian, Chinese",3.2,400
Backstreet Kitchen,Noida,"North Indian, Mughlai, Chinese",3.4,500
Berco's,Noida,"Chinese, Thai",3.1,1100
Breaktym,Noida,"North Indian, Mughlai",2.6,400
Chawla's 2,Noida,"North Indian, Mughlai, Chinese",2.5,1400
Chicken Kraft,Noida,"North Indian, Chinese",2.9,400
Chinese By Nature,Noida,Chinese,2.9,400
DV's Chinese Kitchen,Noida,Chinese,2.8,300
Evergreen Sweets,Noida,"Mithai, Street Food",2.6,200
Green Chick Chop,Noida,"Raw Meats, Fast Food, North Indian",2.9,350
Hyderabad Delights,Noida,"North Indian, Mughlai, Hyderabadi",3.3,400
Kabab And Tadka,Noida,North Indian,2.5,600
Kanha Bhog,Noida,"Mithai, Street Food",2.6,150
Mezbaan Jaika Restaurant,Noida,"Biryani, North Indian, Fast Food",2.7,500
Pind Balluchi,Noida,"Biryani, North Indian, Mughlai",2.6,1000
Red Capsicum,Noida,North Indian,2.6,500
Singh Foods,Noida,"North Indian, Mughlai",3.2,700
Sparrows At Home Bakery & Cafe,Noida,"Cafe, Bakery",3.3,500
The New Koyla Kitchen,Noida,"North Indian, Chinese",2.7,600
TheyÃ¶_ÂÃ¶Â«Ã³,Noida,"North Indian, Mughlai, Chinese",3.4,800
Your Spicy Kitchen,Noida,"Mughlai, Continental, Chinese",3.1,800
Yumm Biryani,Noida,"Biryani, Mughlai",3.2,550
Aureo Dine & Bake House,Noida,"North Indian, Chinese, Continental",3.5,1000
Being Truckers,Noida,Fast Food,3.8,550
China Leaf,Noida,"Chinese, Thai",3.7,650
Mera Vala Dabba,Noida,North Indian,3.6,400
Moti Mahal Delux- Legendary Culinary,Noida,"North Indian, Mughlai",3.6,900
Noshh,Noida,North Indian,3.6,850
Tadqa Tandoor Express,Noida,"North Indian, Mughlai",3.6,750
The Kebab Company,Noida,"Fast Food, North Indian",3.5,400
Affamato,Noida,"Italian, Pizza",0.0,400
Ahmed's,Noida,Mughlai,0.0,200
CaffÃ­Â© La Poya,Noida,"Cafe, Continental, Fast Food, Italian",0.0,600
Chaskaa Restaurant,Noida,"North Indian, Mughlai, Chinese",0.0,400
Chawla's 2,Noida,"North Indian, Mughlai, Chinese, Fast Food",0.0,700
Chination,Noida,Chinese,0.0,700
Essen Foods,Noida,"North Indian, Chinese, Mughlai",0.0,500
Haochi,Noida,Chinese,0.0,600
Lassilo,Noida,Fast Food,0.0,200
Mittal Bikaneri Sweets,Noida,"Mithai, Street Food",0.0,100
Royale Bakers,Noida,"Bakery, Fast Food, Desserts",0.0,350
RV's Family Restaurant,Noida,"North Indian, South Indian, Italian, Chinese",0.0,500
The Cake Shop,Noida,Bakery,0.0,250
Top Food,Noida,"North Indian, Chinese",0.0,300
Uncle's Corner,Noida,Fast Food,0.0,400
Urban Express,Noida,North Indian,0.0,400
Viddya Chinese Fast Food,Noida,"Chinese, Fast Food",0.0,300
Domino's Pizza,Noida,"Pizza, Fast Food",2.1,700
Kamboj's,Noida,"North Indian, Mughlai, Chinese",2.4,800
Pizza Hut Delivery,Noida,"Italian, Pizza",2.3,800
Subway,Noida,"American, Fast Food, Salad, Healthy Food",2.4,500
The Cake Expert's,Noida,"Bakery, Desserts, Fast Food",2.4,250
The Saffron Boutique,Noida,"North Indian, Chinese",4.0,800
Aggarwal Kachori Wale,Noida,North Indian,3.0,100
Bakes & Cakes,Noida,Bakery,3.0,250
Burger's Kitchen,Noida,Fast Food,2.8,350
Jhatpat Khana,Noida,North Indian,3.0,400
Mahi Rasoi,Noida,North Indian,2.6,500
Night Safari Cafe,Noida,Fast Food,3.0,300
Saheb's Restaurant,Noida,"North Indian, Chinese, Mughlai, Fast Food",2.7,550
Scrummy Bites,Noida,"North Indian, Chinese",3.1,350
Berco's,Noida,"Chinese, Thai",3.7,1100
Cream Bell Scoopers,Noida,Ice Cream,0.0,200
Mayur Kitchen,Noida,"North Indian, Mughlai",0.0,500
Raghav Ki Rasoi,Noida,"North Indian, Chinese",0.0,350
Red Chilli,Noida,"North Indian, Chinese, Mughlai",0.0,500
Riyaz Biryani Corner,Noida,Biryani,0.0,200
Standard Sweets & Confectioners,Noida,"Mithai, Street Food",0.0,150
Standard Sweets,Noida,"Mithai, Street Food",0.0,150
Sushma Homemade Tiffin,Noida,"North Indian, South Indian",0.0,200
The Tasty Corner,Noida,"North Indian, Chinese",0.0,300
The Zaika King,Noida,"North Indian, Mughlai",0.0,600
Tiffinhunt,Noida,North Indian,0.0,200
Top Burger,Noida,Fast Food,0.0,200
Aggarwal Sweet Shop,Noida,"Mithai, Street Food",2.3,150
Hungry - I,Noida,"Cafe, Italian, Continental, Chinese",2.6,450
Oh Buoy,Noida,"Mexican, Italian, Fast Food",3.4,550
Caffeinated,Noida,Beverages,3.9,200
Sam and Scrooge,Noida,"Continental, Mexican, American, Fast Food, Italian, Chinese",3.9,550
Tpot,Noida,Cafe,3.6,400
Hunger's Hub,Noida,"Chinese, Fast Food",0.0,200
Modi's Baker's Zone,Noida,"Bakery, Fast Food, Chinese",0.0,400
The Flip On Wheel,Noida,"North Indian, Fast Food",0.0,400
Big Biryani,Noida,"Biryani, Mughlai",0.0,300
Aroma,Noida,"South Indian, North Indian, Street Food",3.0,300
Bawarchi,Noida,"North Indian, Mughlai, Fast Food",2.9,450
Book Food Kitchen,Noida,"North Indian, Chinese",3.1,400
Breaktym,Noida,"North Indian, Mughlai",2.5,400
Chaska By Taste,Noida,"North Indian, Chinese",2.9,600
Domino's Pizza,Noida,"Pizza, Fast Food",2.5,700
Grill King,Noida,"North Indian, Chinese",3.0,400
Moti Mahal Deluxe Advant,Noida,"North Indian, Mughlai",2.8,1400
Rolling Beans,Noida,North Indian,2.8,200
RollsKing,Noida,Fast Food,3.2,400
SnacksWale.com,Noida,"North Indian, Fast Food",2.8,400
Subway,Noida,"American, Fast Food, Salad, Healthy Food",2.6,500
Super Cake Shop,Noida,"Bakery, Desserts",2.9,300
Aureo Dine & Bake House,Noida,"Bakery, Fast Food",0.0,300
B Bawarchi Restaurant,Noida,"North Indian, Mughlai, Chinese",0.0,600
Brajwasi,Noida,North Indian,0.0,500
Cafe Coffee Day,Noida,Cafe,0.0,450
Cafe Coffee Day,Noida,Cafe,0.0,450
Cafe Lounge,Noida,"Cafe, Bakery, Fast Food",0.0,350
Cafe Treat,Noida,"North Indian, Italian, Continental",0.0,450
Casa Bake,Noida,Bakery,0.0,700
China Town,Noida,Chinese,0.0,300
Costa Coffee,Noida,Cafe,0.0,600
Delhi Foods,Noida,North Indian,0.0,200
Deli Chic,Noida,"North Indian, Chinese",0.0,400
Delicacies,Noida,Bakery,0.0,500
Kanha Ji Sweets & Restaurant,Noida,"Mithai, North Indian, Street Food",0.0,200
Little China,Noida,Chinese,0.0,250
Lola's Cafe,Noida,"Cafe, Fast Food",0.0,350
Madras Coffee House,Noida,Beverages,0.0,100
Moju Juice Bar,Noida,Beverages,0.0,200
Peniel Restaurant,Noida,South Indian,0.0,200
Pizza Key,Noida,"Pizza, Fast Food",0.0,700
Sandoz,Noida,"North Indian, Chinese",0.0,500
Subway,Noida,"American, Fast Food, Salad, Healthy Food",0.0,500
Tandoori Mystery,Noida,North Indian,0.0,400
Taste of Punjab,Noida,North Indian,0.0,300
Tea Nation,Noida,"Fast Food, Beverages",0.0,200
The Corporate Kitchen,Noida,"North Indian, Chinese",0.0,300
The Royal Kitchen,Noida,"North Indian, Chinese",0.0,400
Tpot,Noida,"Fast Food, Beverages",0.0,500
Wild Chef House,Noida,"Continental, Chinese, North Indian, Indian",0.0,500
DIOS The Neighbourhood Bistro,Noida,"Continental, Fast Food, Italian",4.2,1300
Cake n Flower,Noida,Bakery,2.9,150
Dilli 6,Noida,"North Indian, Chinese",2.8,500
Food Bell,Noida,"North Indian, South Indian",2.8,400
Kalpana Hotel,Noida,North Indian,2.9,200
Sagar Dhaba,Noida,North Indian,3.1,350
Shree Balaji Shudh Vaishno Hotel,Noida,North Indian,2.9,150
Shree Rathnam,Noida,"South Indian, North Indian, Chinese",3.3,800
Simran's Cake Studio,Noida,Bakery,3.4,250
Sweet Cake,Noida,Bakery,3.0,300
The Cake Xpress,Noida,"Bakery, Desserts",3.0,250
The Chef,Noida,"North Indian, Mughlai, Chinese, Fast Food",2.7,500
The Flying Pan,Noida,"North Indian, Fast Food",3.2,400
Wrapster,Noida,Fast Food,3.2,200
Getafix Petit,Noida,"Healthy Food, Juices",3.5,700
Lawn Bistro,Noida,"North Indian, Chinese, Thai, Continental",3.6,1500
Cake N Gifts,Noida,Bakery,0.0,300
Cheese Pizza,Noida,Pizza,0.0,250
Divya Hotal,Noida,North Indian,0.0,150
Green Valley Chinese Food,Noida,Chinese,0.0,200
Hooting Owl Cafe,Noida,"Fast Food, Beverages",0.0,300
Jaak Foods,Noida,"North Indian, Chinese",0.0,400
Kaka Restaurant,Noida,"Mughlai, North Indian",0.0,450
KC Bakers,Noida,Bakery,0.0,350
KC Bakery,Noida,Bakery,0.0,250
Rajan Foods Corner,Noida,North Indian,0.0,300
Sagar Dhaba,Noida,North Indian,0.0,350
Sarfira,Noida,Fast Food,0.0,200
Shama Chicken Corner,Noida,Mughlai,0.0,300
Yummy Kitchen,Noida,"North Indian, Mughlai",0.0,450
Barista,Noida,Cafe,2.9,650
Divine Curries,Noida,"North Indian, Chinese, South Indian",3.0,700
Moon Bite,Noida,"North Indian, Chinese",3.3,300
Subway,Noida,"American, Fast Food, Salad, Healthy Food",3.4,500
Hurry's Paratha,Noida,North Indian,3.5,200
McDonald's,Noida,"Fast Food, Burger",3.7,500
Cafe Coffee Day,Noida,Cafe,0.0,450
Dunkin' Donuts,Noida,"Burger, Desserts, Fast Food",0.0,600
Green Chilli Fast Food,Noida,Chinese,0.0,300
Street Food Corner,Noida,Chinese,0.0,250
Barbeque Nation,Noida,"North Indian, Chinese, Mediterranean",4.3,1600
Aggarwal,Noida,"South Indian, Chinese, Street Food, Mithai",3.3,400
Anchor Bar & Kitchen,Noida,"North Indian, Chinese",2.5,1300
Basil Tree,Noida,"Italian, North Indian, Chinese",3.4,1200
Bon Bon Pastry Shop,Noida,"Bakery, Desserts, Fast Food",3.1,150
BSGulati's Punjabi Swad,Noida,"North Indian, Mughlai",2.5,700
Cafe-18,Noida,Fast Food,2.5,250
Chandni Chowk Ke Mashhoor Paranthe,Noida,North Indian,2.8,100
Cheenos,Noida,"American, Italian",2.6,1500
Gola Sizzlers,Noida,"Chinese, North Indian, Mughlai, Continental",3.3,1600
Hira Sweets,Noida,"Mithai, North Indian, South Indian, Street Food, Chinese",3.3,600
Karim's,Noida,"Mughlai, North Indian",3.3,1200
KFC,Noida,"American, Fast Food, Burger",2.7,500
Khan's Kathi Rolls,Noida,"North Indian, Street Food",3.2,400
Nathu's Sweets,Noida,"North Indian, South Indian, Chinese, Street Food, Fast Food, Mithai, Desserts",2.5,600
Nawabi Mughlai Zaika,Noida,"North Indian, Mughlai",3.3,600
Nite Bites,Noida,"North Indian, Chinese, Continental",3.4,650
Nizam's Kathi Kabab,Noida,"North Indian, Fast Food",3.0,900
NSD Resto Bar & Kitchen,Noida,"North Indian, Chinese, Continental",2.6,1000
PS Wah Bhai Wah,Noida,"North Indian, Chinese",2.6,700
Sagar Ratna,Noida,"South Indian, North Indian, Chinese",3.2,600
Sbarro,Noida,"Pizza, Italian",3.3,600
Swag & Swad,Noida,"North Indian, Chinese, Mughlai",3.4,600
The Fizz,Noida,"North Indian, Mughlai, Chinese",3.2,1400
The Kitchen,Noida,"North Indian, Mughlai",3.2,350
Twenty Four Seven,Noida,"Fast Food, North Indian",3.4,300
Vinny's Restro Bar,Noida,"North Indian, Chinese",3.2,1300
Walk In The Woods,Noida,"North Indian, Mughlai, Chinese",3.0,1400
Xiian,Noida,"Italian, Continental, North Indian, Chinese",3.4,1400
Zest Bar and Lounge,Noida,"Finger Food, North Indian, Chinese",3.4,1000
Angels in my Kitchen,Noida,"Bakery, Desserts, Fast Food",3.9,350
